final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_005435,3002168.0,Assam,26.867830047346693,92.42190335029224,2356.49538865298,5.931247694515571,230.18391206860176,0.50310377438678,7.004413596729437,49.72126883569901,79.33099176466058,Cropland,0.6556725244224821,Rocky/Skeletal,364.44652714568167,795.6120543342084,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005436,3002334.0,Sikkim,27.68521473900736,88.86193558536469,2135.841880124544,17.947991994232876,216.8716444398944,0.0396939138742933,36.8079052118816,119.95834618276967,219.4183299427688,Cropland,0.6703825995793946,Sandy Loam,264.3913215938012,759.7583122701787,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005437,3001901.0,Assam,24.910417232766115,91.1588585139646,1803.782948392583,13.941208842148749,211.9834431843995,-0.1012344984981826,35.66178808248194,96.45728367468652,171.8884376146735,Shrubland,0.7342551408908113,Rocky/Skeletal,1522.887957277296,814.9866109433541,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005439,3000729.0,Assam,26.201339198762675,92.06810093807054,2260.878522822425,12.359563478829172,302.13566783504,-0.0097890927225821,10.324449585741649,35.53062317375612,83.90532824201387,Open Forest,0.6689444897603717,Clay Loam,503.8839434621355,2170.179586847108,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005440,3002250.0,Sikkim,27.049721518842684,88.08747658831538,662.5540671376211,8.78000011847602,294.7949638250597,-0.7039254898659092,8.210068780145157,25.307092920765523,36.11704784087938,Dense Forest,0.9469496306439956,Laterite,379.2110230548062,444.8699283150778,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005442,3001857.0,Sikkim,27.335172451883828,88.50193444602623,1459.5528015906602,24.33482778391119,331.5390819617777,-0.8421438471380442,26.7922909694619,78.51561720393435,137.85616312585918,Open Forest,0.4611465219341447,Sandy Loam,1852.5481776603488,1331.1668165293988,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005443,3002990.0,Assam,24.368606692441062,91.4711877071802,579.7853370196669,10.885107248324356,247.79140460264628,0.7359859286074729,26.1361054121949,70.2704006179302,145.17016782182847,Cropland,0.6680655836391997,Loam,2168.571232671318,257.53802612666914,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005444,3002760.0,Mizoram,23.697442136392954,92.56863989922134,395.68353527434647,0.5,240.6221981309256,0.5573822479528342,8.874095234979539,33.58599286488799,71.06763130714397,Dense Forest,0.3713221205156035,Silty Clay,295.31789059823336,344.3358467210322,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005445,3001736.0,Sikkim,27.70612054929408,88.75554508135747,1917.1094529614247,27.11275546496784,134.37899302685648,0.2724709609357408,14.715496789361874,36.002106028117886,95.07855509779384,Dense Forest,0.4594684165143825,Sandy Loam,518.164251080762,616.5339575600201,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005446,3002005.0,Manipur,24.61649638465654,94.18493209254412,1173.3978958090238,19.82246880124713,123.45706995556058,0.4624541442293607,45.52277484145832,120.7574628540532,235.4361619693449,Open Forest,0.6844756428204583,Loam,545.756582469657,410.4442868660557,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005447,3000148.0,Sikkim,27.160422578918663,88.28289799729245,780.0653083333332,6.808804509252672,338.1014989296037,-0.0993226075810414,13.915559497788522,45.23016020288016,109.1646806730688,Built-up,0.95,Laterite,1724.4064820252806,589.2097482047175,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005448,3001856.0,Manipur,24.975846270677746,93.21660929970771,320.63194343478074,9.166479948338,30.159264354405224,0.1212448487345722,27.60527216802493,82.90074113047022,110.92341907481824,Open Forest,0.5749775258396984,Silty Clay,977.0688484598896,504.1588086321805,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005449,3003276.0,Tripura,23.76703665150056,91.71407769953264,1818.747179225958,28.11760704819909,143.8192763765796,0.2183185911392348,31.46360193500768,82.78575384817559,155.42796059492534,Dense Forest,0.3139987181375791,Sandy Loam,682.2812194933254,194.21837151728724,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005450,3002332.0,Assam,26.948530609809428,93.56349627406682,295.74765181143084,31.310651498167097,220.0924002912774,-0.4149720060778059,60.48896249576478,174.8772413647862,379.17642626145806,Shrubland,0.8128241626310444,Clay Loam,600.9073783076857,397.5413767704849,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005451,3001531.0,Sikkim,27.11392107805472,88.69256014469046,393.87978095031167,21.98579386061241,306.4626967971805,0.4289025720928249,20.4382856930434,59.67178317325713,90.94179351725158,Built-up,0.5319470018010911,Rocky/Skeletal,562.6368919202396,425.7911178605005,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005453,3000440.0,Assam,27.040051689072488,93.12034711814492,1264.218189999749,0.5,241.03451096123345,-0.3126008301132763,34.73962407213085,94.2403565913841,193.61970977035267,Built-up,0.2810914924723949,Rocky/Skeletal,1227.1562251575758,416.88277176729713,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005454,3002495.0,Manipur,24.631909509870248,93.0967869537608,40.0,15.11739409765496,248.3459465159985,-1.0026282173486694,25.701726374379167,78.01413457483828,158.32642529757098,Shrubland,0.4312702563091832,Loam,213.74024842114235,105.9002499743766,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005455,3001841.0,Assam,25.74514555366853,91.21158002106256,2065.8140481422884,14.257268677559006,81.09338503360476,-0.4241125518747389,44.82773473499661,110.92321296844008,235.7137139702964,Cropland,0.5873211674095903,Rocky/Skeletal,307.7109919629285,204.89314619053968,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005457,3002082.0,Assam,26.72167710462135,93.44410068472337,2114.175229900984,34.55061667357852,195.55471939429097,0.4486103593661957,24.05083996284993,49.8017714644965,78.48117182278007,Dense Forest,0.2940249036153733,Rocky/Skeletal,453.0994074021415,225.31222229672352,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005458,3003573.0,Manipur,24.99468539079417,93.57088244166589,2957.062281518087,18.230882064707973,146.2796377177079,0.6732437372832903,16.725027983556732,54.57623552491444,116.37807757482068,Shrubland,0.5513912907735086,Sandy Loam,358.89519764951183,173.26955788647064,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005459,3002834.0,Assam,25.016326712346537,89.90674754604862,868.5451904551784,24.23941096427214,356.7748528510976,-1.0513343130103645,11.842826614112624,34.63697929516025,33.1876616797799,Dense Forest,0.6494416945951804,Clay Loam,567.8769778562405,196.82753266224304,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005460,3000989.0,Sikkim,27.74945798606695,88.66307292019745,40.0,19.59955963258746,338.3732921605795,0.211063544654269,6.986850227378693,18.45381227488166,76.74341905339939,Cropland,0.5092126366719597,Loam,765.9906932864554,448.2057364673991,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005461,3003233.0,Manipur,24.86801793113208,93.43417331320332,744.8695260938553,4.336997127473687,196.8969204486045,0.0838381080391979,14.92971534739639,37.78812813525407,63.80898295840258,Open Forest,0.720472144017333,Loam,746.9623558014457,131.32122220302074,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005462,3001244.0,Manipur,25.513659996532866,94.18783997021124,800.2745217587465,3.890927159784528,254.3949433354776,-0.9844161999327674,14.871806919348936,41.31119037457749,77.05930563044693,Barren/Degraded,0.655830528165219,Clay Loam,430.84508598316495,108.97857023188104,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005463,3001150.0,Mizoram,24.345804718570268,92.49564449585392,257.24051495378114,0.5,41.62495839049755,-0.7053658318779222,27.7690622461098,70.95226132873611,121.9190340585713,Barren/Degraded,0.7538317269938346,Laterite,1882.947993912992,212.92908212792,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005464,3002697.0,Assam,26.940068394113908,90.82088802190222,666.6892716059472,0.5,106.11506972603468,-0.3701478464355034,21.44584382236416,66.07055257550931,147.09206722117835,Open Forest,0.5190910134474711,Laterite,461.2885416829516,1929.909602332992,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005465,3003229.0,Sikkim,27.77656494464815,88.80818395096897,40.0,13.011302041079434,285.9461749443039,-0.559282103150892,9.473964336989734,68.6501112854137,150.7181112210011,Cropland,0.6781678005719868,Rocky/Skeletal,244.93870273445253,1644.3893779421687,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005467,3002006.0,Assam,26.7225215806912,91.41758840763303,1210.2239823420805,16.352082832082967,22.82859108337032,0.2309152811683035,31.107180840973385,76.15836114328766,153.19069635533324,Cropland,0.6797408171102378,Clay Loam,118.20509617886736,316.9181938724724,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005468,3002718.0,Manipur,25.5997680210023,93.56741693132868,484.5778064335808,6.146139379576118,31.4003509533218,-0.1849610683861266,48.66258877613861,133.46224662589333,270.8196005564707,Open Forest,0.4958135498440222,Sandy Loam,397.6682000334075,405.3123759480947,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005469,3003406.0,Assam,26.66976370614195,90.43774944975604,126.88370211263988,11.270705080125468,23.42465333715052,-0.4863426633205004,22.35112482916301,36.47973532734381,27.23564244727735,Cropland,0.5689133098555538,Loam,582.2974720628829,448.146219431834,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005470,3002703.0,Assam,24.60156721776471,92.71337343631087,1078.1854445648012,10.422379812873167,282.57372187855714,-0.6366168497504717,22.18160556449089,64.45104059011064,131.71149688195916,Dense Forest,0.3766783721489185,Loam,146.92223584066957,91.72394878201544,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005471,3002126.0,Manipur,23.933335773592084,94.22066655902664,1370.1802561457384,7.531332081119642,47.59573935556147,0.5479511946858903,15.621099228486507,29.69435166219683,54.92342759582965,Shrubland,0.8981856066633641,Laterite,1914.5853042335768,608.8008794305807,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005472,3000484.0,Sikkim,27.28467477246998,88.86048889153865,3178.290221015534,30.8457008922474,229.30822859991423,0.0483044172501054,92.27055340264212,247.691994935982,486.03656702111977,Cropland,0.3572451098505884,Loam,759.1688337703578,155.0622540657327,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005473,3000917.0,Manipur,24.75105916444389,93.80362130737504,1340.4932302057982,17.445670216705924,183.42951886035613,1.529140849456491,21.055622846999327,47.88660292822899,98.14610982571271,Open Forest,0.4655040460029223,Sandy Loam,667.030113704097,2037.321981299732,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005474,3003350.0,Sikkim,27.13414562995716,88.81021973852816,40.0,19.945507445619032,54.78878929832519,-0.6506264738801091,36.498483532818064,94.2667074574091,225.41388452816773,Shrubland,0.5722372024674559,Silty Clay,495.2254081708983,279.78861060199154,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005475,3000635.0,Sikkim,27.74048331470311,88.55225136808845,2384.4237361036644,4.447139178897741,163.04932773009006,0.184731055523448,24.96046445038282,70.60556658693653,150.84374447161048,Open Forest,0.3310242692294815,Sandy Loam,409.30883150931504,499.9394410530339,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005477,3002164.0,Manipur,24.15345961680217,93.0732082781119,2005.637736976617,23.217554816007247,208.4093347410713,0.1892591563436104,43.98481012278189,101.99051916693448,199.0275966182903,Dense Forest,0.5060676387888864,Rocky/Skeletal,175.49180112653397,323.50355122030413,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005478,3003548.0,Manipur,24.995056902126688,94.52792297882158,113.559305713581,8.495451855445157,357.1064108773973,0.1354655832342615,25.926289262648044,82.2285051824436,147.2423849423393,Dense Forest,0.5826536493015668,Rocky/Skeletal,288.8581625712869,855.6798559229321,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005479,3001603.0,Manipur,24.970927596863067,93.87539407820913,2052.228453116453,0.5,181.62252453027173,-0.8446997120866288,15.667772673444084,33.32013150852956,27.569693167181946,Cropland,0.7325695779922581,Silty Clay,555.8222375023861,477.0552454959639,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
